283
2658.45 -1400.42 8.125,1 42,stand,35.2551 149.804 0,,
2611.19 -1312.41 3.125,0 2 42 44,climb,75.7892 -0.422974 0,,
2638.13 -1311.88 -139.641,1 3 218,climb,-76.3605 178.16 0,,
2689.27 -1446.91 -139.875,2 4 218,stand,83.9301 -136.165 0,,
2661 -1465.37 -109.875,3 5,stand,84.9957 -91.7743 0,,
2644.3 -1538.52 -139.875,4 6,stand,33.9697 69.4501 0,,
2683.62 -1780.87 -139.875,5 7,stand,63.446 -89.4177 0,,
2675.22 -1844.17 -139.875,6 8,stand,50.5975 90.8514 0,,
2462.71 -1841.7 -67.875,7 9,stand,12.7716 -179.577 0,,
2055.48 -1841.52 -67.875,8 10,stand,12.2003 -178.577 0,,
1897.95 -1846.25 12.125,9 11,stand,12.2003 -178.577 0,,
1378.18 -1833.2 12.125,10 12,stand,63.446 90.3516 0,,
1376 -1748.78 12.125,11 13,stand,77.7942 10.069 0,,
1459.29 -1752.46 12.125,12 14,stand,84.9957 81.7218 0,,
1463.4 -1676.49 12.125,13 15 17 19,stand,84.9957 91.4227 0,,
1575.12 -1515.77 12.125,14 16 17 26,stand,71.7957 49.2297 0,,
1737.78 -1533.35 12.125,15 19 21 24 22,stand,30.542 177.852 0,,
1418.36 -1487.13 12.125,15 18 14,stand,84.9957 90.4944 0,,
1417.14 -1448.87 8.125,17 26 45 50 49 47,stand,50.0262 -93.9331 0,,
1772.3 -1487.13 12.125,16 20 21 22 14,stand,65.7312 87.6984 0,,
1772.3 -1437.29 8.125,19 25 45 26 50 46 52 43,stand,27.1912 -59.1064 0,,
1930.73 -1487.13 12.125,19 22 24 25 16,stand,84.787 84.9133 0,,
1950.04 -1738.24 12.125,21 23 24 16 19,stand,77.5085 -4.88342 0,,
2061.59 -1732.55 12.125,22 27 28 31,stand,38.8257 178.325 0,,
1719 -1749.27 12.125,22 21 16 32,stand,23.3405 38.5126 0,,
1925.12 -1448.87 8.125,21 20 30 45 46 43 50,stand,36.5405 -89.7418 0,,
1568.57 -1424.37 8.125,18 15 45 20 50 46 43 47,stand,77.58 -92.8839 0,,
2081.02 -1487.13 12.125,23 28 30 31,stand,47.2467 86.2207 0,,
2240.09 -1487.13 12.125,27 29 23 31,stand,55.025 88.2916 0,,
2236.64 -1448.87 8.125,28 30 42 43 45,stand,56.3104 -94.411 0,,
2082.98 -1448.87 8.125,29 27 25 43 45,stand,79.3652 -95.9821 0,,
2276.2 -1704.31 12.125,28 27 23,stand,23.269 131.83 0,,
1463.37 -1767.9 148.125,24 33 36,stand,43.6761 64.0118 0,,
1352.28 -1625.5 148.125,32 34 35 36,stand,22.5549 42.3853 0,,
1420.68 -1487.13 148.125,33 35,stand,58.4528 51.5204 0,,
1555.48 -1604.35 148.125,34 33 36 37 38,stand,30.4047 -113.555 0,,
1350.37 -1755.37 148.125,32 35 37 33,stand,21.698 43.1049 0,,
1579.42 -1487.13 148.125,36 35 38,stand,31.9043 -159.099 0,,
1678.53 -1531.85 148.125,37 35 39,stand,69.939 -20.6982 0,,
1773.24 -1487.13 148.125,38 40 41,stand,30.1904 -3.7738 0,,
1959.48 -1741.38 148.125,39 41,stand,20.5554 118.564 0,,
1695.13 -1752.29 148.125,40 39,stand,54.4537 51.3336 0,,
2388.76 -1377.58 2.97566,29 0 1 43 44 45,stand,10.7776 -150.549 0,,
2257.74 -1108.99 8.74374,42 44 29 30 45 67 26 20 25,stand,14.5569 -0.481553 0,,
