497
2494 -2152 -207,15 47 30,stand,,,
2288 -3250 -199,27 318,stand,,,
1712 -2746 -191,304 305,stand,,,
800 -3234 -166,295,stand,,,
-178 -2496 -148,276 278 279 407 277,stand,,,
1656 -586 -31,,stand,,,
3122 376 -23,64 65,stand,,,
2970 -1104 -214,51 52,stand,,,
-218 -776 24,209,stand,,,
1098 -624 -17,122,stand,,,
1296 506 -23,94 98,stand,,,
878 -1216 -216,182 160 491,stand,,,
1566 -1296 -247,148 149 349,stand,,,
-2 -1832 -79,215 216 217 435,stand,,,
2206 160 -91,85 86,stand,,,
2637 -2161 -212,0 16 30 31,stand,,,
2634 -2018 -215,15 31 47 388,stand,,,
2645 -1506 -218,18 46 170 385 42,stand,,,
2456 -1505 -225,17 170 48 376 42,stand,,,
2026 -1470 -227,20 333 377 463 376,stand,,,
1931 -1483 -231,19 348 333,stand,,,
1928 -2183 -206,22 317 332 374 316 393,stand,,,
1922 -2347 -193,21 23 306 317 316,stand,,,
1987 -2603 -187,22 24 306 393,stand,,,
2040 -2813 -193,23 25 392 393,stand,,,
2049 -3019 -198,24 392,stand,,,
2372 -2971 -202,27 389 390 392 391,stand,,,
2371 -3160 -197,26 1,stand,,,
2921 -2797 -202,391 389,stand,,,
2739 -2540 -215,30 31 388 391,stand,,,
2661 -2319 -217,29 15 0 31 388,stand,,,
2801 -2027 -211,16 29 30 15 495,stand,,,
2981 -1715 -55,33 496,stand,,,
2929 -1656 -55,32 34 36,stand,,,
2867 -1634 -55,33 35,stand,,,
2754 -1686 -55,34,stand,,,
2913 -1767 -55,33 37,stand,,,
2805 -1755 -55,36 38,stand,,,
2805 -1838 -55,37 39 40,stand,,,
2805 -1942 -55,38 40,stand,,,
2745 -1877 -55,39 38,stand,,,
2873 -1773 -191,44 495,stand,,,
2701 -1693 -213,43 46 47 17 18,stand,,,
2716 -1698 -155,45 42,stand,,,
2869 -1681 -191,41 45,stand,,,
2746 -1696 -191,44 43,stand,,,
2612 -1696 -220,42 47 17 384 385,stand,,,
2616 -1865 -219,46 16 384 385 0 42,stand,,,
2300 -1290 -216,49 170 18 376 457,stand,,,
2314 -1108 -215,48 50 75 81 145 82 457,stand,,,
2590 -1108 -214,49 51,stand,,,
2810 -1108 -215,7 50,stand,,,
2964 -1047 -207,7 53,stand,,,
2964 -972 -211,52 76 361 77,stand,,,
3257 -463 -16,55 79 361,stand,,,
3108 -491 -38,54 56 80,stand,,,
3108 -454 0,55 57,stand,,,
3108 -354 1,58 56,stand,,,
3094 -282 16,57 62,stand,,,
3071 -158 0,60 62,stand,,,
3115 -42 0,61 59,stand,,,
3115 106 0,60 63,stand,,,
3067 -203 16,59 58,stand,,,
3111 253 0,61 64,stand,,,
3111 315 -15,63 6,stand,,,
2984 373 -32,6 66,stand,,,
2838 373 -39,65,stand,,,
2865 99 -48,68 356 359 355 364,stand,,,
2741 93 -87,67 69 358 70 359,stand,,,
2559 109 -126,70 68 71 84 352 358,stand,,,
2581 219 -107,69 84 353 358 354 68,stand,,,
2537 -94 -151,69 72 352 351 364 365 84,stand,,,
2534 -352 -166,71 73 363 351 364 365 352,stand,,,
2478 -563 -210,72 74 351 78 363,stand,,,
2380 -757 -217,73 75 78,stand,,,
2380 -917 -212,74 49 81 457,stand,,,
3012 -846 -177,53 77 79 361 362,stand,,,
2748 -803 -200,76 78 53 362,stand,,,
2529 -773 -217,77 74 363 73,stand,,,
3073 -691 -129,76 80 360 54 361,stand,,,
3090 -605 -85,79 55 362,stand,,,
2209 -905 -209,75 82 145 49 457,stand,,,
2213 -653 -215,81 371 373 49,stand,,,
2219 -151 -208,,stand,,,
2393 139 -138,69 85 352 70 353 71,stand,,,
2287 150 -103,84 14,stand,,,
2202 356 -67,14 87,stand,,,
1963 346 -42,86 88,stand,,,
1846 341 -35,87 89 99,stand,,,
1825 181 -37,88 90 134,stand,,,
1569 181 -17,89 91,stand,,,
1357 193 -12,90 92,stand,,,
1192 193 -20,91 93 96,stand,,,
930 162 -20,92 104 118,stand,,,
1301 429 -23,10 95 103,stand,,,
1311 353 -18,94 96,stand,,,
1202 353 -18,95 92 97,stand,,,
1099 358 -16,96 98,stand,,,
1108 511 -26,10 97 110,stand,,,
1760 340 -15,88 100,stand,,,
1698 353 -15,99 101,stand,,,
1664 431 -15,100 102,stand,,,
1609 431 0,101 103,stand,,,
1427 431 0,102 94,stand,,,
735 237 -24,93 105,stand,,,
735 292 -15,104 106,stand,,,
685 390 -15,105 107 111,stand,,,
829 370 -15,106 108,stand,,,
829 561 -15,107 109,stand,,,
949 553 -15,108 110,stand,,,
949 510 -15,109 98,stand,,,
684 585 120,106 112,stand,,,
685 634 120,111 113,stand,,,
779 634 120,112 114,stand,,,
782 405 120,113 115,stand,,,
854 395 120,114 116 117,stand,,,
916 317 120,115 117,stand,,,
997 479 120,116 115,stand,,,
928 -99 -25,93 119 123 456,stand,,,
957 -277 -22,118 120 123 121 456,stand,,,
991 -511 -23,119 121 159,stand,,,
1088 -488 -7,120 123 159 119 456,stand,,,
1165 -615 -16,9,stand,,,
1164 -431 -7,124 119 121 118 456,stand,,,
1290 -432 -7,123 125,stand,,,
1587 -433 -7,124 126,stand,,,
1708 -431 -31,127 125,stand,,,
1795 -424 -76,126 128 135 142,stand,,,
1813 -312 -79,127 129 135 130,stand,,,
1814 -177 -77,128 130 131,stand,,,
1909 -186 -78,129 131 128 368 492,stand,,,
1909 -86 -55,130 132 133 367 129,stand,,,
1913 22 -55,131 133,stand,,,
1826 29 -49,132 134 131,stand,,,
1827 96 -31,133 89,stand,,,
1847 -510 -79,127 136 142 128,stand,,,
1937 -502 -79,135 137,stand,,,
1920 -557 -79,136 138,stand,,,
1921 -734 56,137 139,stand,,,
1931 -796 56,138 140 141,stand,,,
2020 -801 56,139 141,stand,,,
2117 -706 56,140 139,stand,,,
1833 -605 -82,135 366 127,stand,,,
1831 -919 -138,144 366,stand,,,
1992 -916 -155,143 145 366,stand,,,
2106 -905 -197,144 81 49,stand,,,
2004 -1085 -223,147 458,stand,,,
2013 -1277 -223,146 350,stand,,,
1784 -1277 -247,12 349 350,stand,,,
1569 -1379 -239,12 150 349,stand,,,
1567 -1465 -243,149 151 348,stand,,,
1406 -1448 -238,150 152 171 347,stand,,,
1331 -1258 -217,151 153 160 347 491,stand,,,
1330 -1181 -215,152 154 347 160 491,stand,,,
1326 -1062 -167,153 155,stand,,,
1288 -1033 -159,154 156,stand,,,
1096 -1032 -79,155 157,stand,,,
1005 -1032 -81,156 158 183,stand,,,
1003 -896 -67,157 159 183,stand,,,
1002 -749 -39,158 120 121,stand,,,
1150 -1246 -212,152 181 182 153 491 11,stand,,,
1003 -1576 -176,162 181 180 429,stand,,,
868 -1585 -167,161 163 181,stand,,,
699 -1602 -125,162 164 181 203 235,stand,,,
462 -1653 -123,163 188 213 235 237 433 211 483 203,stand,,,
2092 -1847 -207,166 375,stand,,,
2092 -1788 -207,165 167,stand,,,
2219 -1787 -207,166 168 380 460,stand,,,
2363 -1802 -207,167 169 381 382,stand,,,
2432 -1615 -207,168 381 387,stand,,,
2433 -1565 -218,18 48 387 377 17,stand,,,
1404 -1677 -238,151 172,stand,,,
1432 -1842 -234,171 173 241 240 459,stand,,,
1339 -1840 -239,172 174 241,stand,,,
1332 -1737 -191,173 175,stand,,,
1337 -1667 -191,174 176,stand,,,
1215 -1666 -183,175 177,stand,,,
1201 -1452 -183,176 178 489,stand,,,
1090 -1452 -183,177 179 432,stand,,,
1048 -1452 -149,178 180,stand,,,
1040 -1453 -186,179 181 182 161,stand,,,
952 -1449 -180,180 182 161 163 162 160,stand,,,
919 -1336 -200,181 11 180 160 491,stand,,,
813 -1017 -79,157 184 158,stand,,,
718 -1007 -103,183 185 186,stand,,,
523 -1037 -103,184 186,stand,,,
509 -1224 -103,185 187 436 184,stand,,,
537 -1250 -103,186 436 438,stand,,,
459 -1519 -122,164 203 213 212 437,stand,,,
743 -1019 32,194 438 439,stand,,,
479 -1033 32,191 439 442 453,stand,,,
367 -1011 32,190 192,stand,,,
311 -995 16,191 193 445 446 205 447 450 204,stand,,,
108 -1005 16,192 205 209 447 445,stand,,,
747 -932 32,189 195,stand,,,
746 -809 80,194 196,stand,,,
854 -811 120,195 197,stand,,,
863 -924 160,196 488,stand,,,
548 -1206 168,199 488,stand,,,
595 -1269 168,198 200,stand,,,
589 -1289 196,199 201,stand,,,
592 -1314 156,200 202 485,stand,,,
626 -1391 113,201 484 485,stand,,,
568 -1450 -103,188 163 436 483 164,stand,,,
114 -627 18,205 206 209 192 208 207,stand,,,
107 -814 16,204 193 209 445 192,stand,,,
111 -476 15,204 207 209 454 455,stand,,,
190 -343 18,206 208 454 204,stand,,,
290 -305 15,207 455 204,stand,,,
-58 -776 23,8 205 204 193 447 206,stand,,,
103 -1195 -30,,stand,,,
96 -1449 -63,212 213 214 164 433 446 447,stand,,,
98 -1620 -76,211 213 214 188,stand,,,
283 -1650 -101,212 164 235 211 188 433,stand,,,
33 -1700 -79,212 215 211 433,stand,,,
33 -1756 -79,214 13 435,stand,,,
-3 -1977 -79,13 231,stand,,,
72 -1882 -79,13 218,stand,,,
265 -1885 56,217 219,stand,,,
290 -1815 56,220 218,stand,,,
224 -1754 56,219 221,stand,,,
47 -1834 56,220 222,stand,,,
53 -1954 56,221 223 401,stand,,,
41 -2083 56,222 224 230,stand,,,
-34 -2055 56,223 225,stand,,,
-36 -1863 192,224 226,stand,,,
-36 -1809 192,225 227,stand,,,
38 -1830 192,228 226 403,stand,,,
222 -1759 192,227 402,stand,,,
30 -2134 58,230 398 405,stand,,,
30 -2118 96,229 223,stand,,,
103 -1984 -79,216 232,stand,,,
178 -1986 -119,233 231,stand,,,
267 -2045 -123,232 234 235 236 256 280,stand,,,
366 -2127 -123,233 252 236 256,stand,,,
467 -1824 -123,164 236 233 237 213 163,stand,,,
429 -1990 -123,235 237 234 233,stand,,,
673 -1992 -128,236 238 253 235 164,stand,,,
857 -2010 -160,237 239 466,stand,,,
1066 -2027 -203,238 240 466,stand,,,
1247 -2017 -237,239 241 242 172,stand,,,
