314
69.4919 219.809 56.125,1 4 5,stand,30.1904 88.9398 0,,
247.034 129.45 56.125,0 2 4,stand,82.5018 -92.2687 0,,
246.158 40.8718 56.125,1 3 21 30 294,stand,55.5194 94.4495 0,,
94.1826 54.6978 56.125,2 4 30 291 21 294,stand,84.9957 93.5211 0,,
90.7206 95.125 56.125,3 1 0,stand,84.9957 -89.4122 0,,
65.4696 390.844 56.125,0 6 8,stand,34.3982 -55.3876 0,,
121.126 324.314 56.125,5 7,stand,29.5422 3.55957 0,,
317.039 333.093 56.125,6,stand,25.9772 174.133 0,,
306.71 403.196 192.125,5 9,stand,44.6759 -148.612 0,,
333.748 316.948 192.125,8 10 12,stand,56.9476 -165.668 0,,
-1.18943 322.267 192.125,9 11,stand,21.1212 25.0433 0,,
-4.20978 419.833 192.125,10,stand,30.542 -22.6318 0,,
336.189 218.558 192.125,9 13 18,stand,27.1198 98.6243 0,,
-36.4975 213.065 213.859,12 14 17 16,stand,29.2566 4.47693 0,,
-24.7604 78.2753 192.125,13 15 16 17,stand,30.2563 3.47717 0,,
133.044 81.2432 192.125,14,stand,16.3422 -175.089 0,,
-280.683 77.876 193.673,14 17 13 290,stand,19.5502 113.544 0,,
-278.725 285.856 192.125,16 13 14 290,stand,22.6208 -42.0447 0,,
240.014 113.589 192.125,12 19,stand,47.4554 -87.5885 0,,
242.866 29.8253 192.125,18 20,stand,60.2325 1.76331 0,,
356.496 34.7798 192.125,19,stand,38.0347 93.4003 0,,
366.807 -58.1488 48.3151,2 22 30 23 3 291 295,stand,14.2712 167.695 0,,
357.928 -423.456 48.125,21 23 30 295 294,stand,16.842 -156.33 0,,
149.998 -506.297 56.125,22 24 29 30 21 295 294,stand,23.8348 -86.2482 0,,
160.768 -607.744 56.125,23 25 26,stand,20.1929 -8.23975 0,,
407.352 -659.914 56.125,24 26,stand,18.5559 -159.115 0,,
127.233 -755.161 56.125,25 24 27,stand,32.5415 109.034 0,,
50.1668 -750.433 56.125,26 28 32,stand,47.1698 26.0321 0,,
-61.8108 -626.283 56.125,27 29 32,stand,50.9546 91.9775 0,,
-67.1876 -503.687 56.125,28 23 30 291 295,stand,19.4073 32.0251 0,,
135.854 -156.232 49.5075,22 3 2 23 29 21 291,stand,20.3357 101.821 0,,
-207.714 -325.316 48.8602,286 281 292 295,stand,84.9957 -136.121 0,,
-133.015 -828.012 56.125,28 27 33,stand,58.0902 -89.7308 0,,
-126.577 -915.849 0.125,32 34 36,stand,20.2643 -56.0577 0,,
25.184 -1064.2 0.125,33 35 36,stand,7.49268 66.7639 0,,
61.4869 -935.469 0.125,34 36,stand,27.4768 -121.218 0,,
-242.813 -1081.66 0.125,34 35 33 37 39,stand,38.8916 42.5171 0,,
-468.58 -1053.06 0.125,36 39 40,stand,73.0096 166.624 0,,
-715.663 -869.092 -6.71068,39 227 283,stand,29.9762 -52.5641 0,,
-519.141 -911.038 0.124999,38 37 36,stand,29.1907 -48.1366 0,,
-653.117 -1057.53 20.376,37 41 43,stand,16.9135 -10.2557 0,,
-788.682 -1235.42 8.125,40 42,stand,22.6263 73.3173 0,,
-874.917 -1238.2 8.125,41 221 78 223 227 205 218,stand,25.3345 -11.9806 0,,
-643.484 -1238.19 16.3066,40 44 48,stand,33.6841 41.0449 0,,
