482
5129 6678 5,59,stand,,,
5975 5764 32,190,stand,,,
6545 4611 8,351 354,stand,,,
6592 3452 49,28 291 299,stand,,,
4897 6005 64,69,stand,,,
3733 3866 184,120,stand,,,
6296 6843 -32,51 467,stand,,,
6333 6000 9,46 49 48 252,stand,,,
6367 3441 180,30,stand,,,
5537 3786 -9,208 292 209 408,stand,,,
3749 4942 92,177,stand,,,
3784 4536 212,141 142 144,stand,,,
3739 3878 48,129,stand,,,
4659 3998 0,148 147 146,stand,,,
3532 5039 72,173 172,stand,,,
5622 4977 40,110 111 366,stand,,,
5546 4702 176,105,stand,,,
5089 5428 7,152 153,stand,,,
3298 3064 2,19 133 319 321,stand,,,
3796 3038 2,18 20 132 133 317 311,stand,,,
4168 2980 3,19 21 311 470,stand,,,
4461 2979 19,20 258 258 99,stand,,,
5160 3027 2,305 306 310 464 465,stand,,,
6051 3496 26,24 307 468,stand,,,
6045 3778 6,23 207 25 299 300 256 468,stand,,,
6268 3712 44,36 37 24 299 300,stand,,,
6216 3442 44,27 37,stand,,,
6384 3450 44,26 28 402,stand,,,
6467 3443 44,27 3 402 291,stand,,,
6299 3492 180,30 36,stand,,,
6302 3432 180,29 8 35,stand,,,
6410 3519 180,32,stand,,,
6423 3663 180,31 33,stand,,,
6293 3672 180,34 32,stand,,,
6119 3672 180,33 35,stand,,,
6118 3428 180,34 30,stand,,,
6298 3646 44,29 25 37,stand,,,
6237 3650 44,26 25 36,stand,,,
6815 3847 26,39 291 299,stand,,,
6834 4029 1,38 357,stand,,,
6656 4442 0,354 356 357 383 353 403,stand,,,
7090 4857 6,353 352 379 377 380,stand,,,
6854 5295 0,220 265 289 289 352 378 385 388,stand,,,
6808 5833 18,44 288 289 373 371,stand,,,
6793 6025 28,43 45 253 396,stand,,,
6664 6023 32,44 46 252 255 288 392 253,stand,,,
6535 6011 21,45 7 48 255 288 252 49,stand,,,
6362 6372 -43,48 252 254 392 445 467,stand,,,
6311 6256 -26,47 49 46 7 445,stand,,,
6164 6219 -12,48 50 7 442 46,stand,,,
5991 6264 5,49 55 399 272,stand,,,
6190 6767 -51,6 52 445 444 272,stand,,,
5926 6680 -63,51 53 272 445 444 54,stand,,,
5678 6518 -48,54 52 67 66 272,stand,,,
5628 6636 -9,53 52 446,stand,,,
5821 6128 1,50 68 227 399 401 67,stand,,,
5490 6595 5,57 57 447,stand,,,
5385 6562 5,56 56 58 60 65,stand,,,
5331 6529 5,59 57 65 400,stand,,,
5239 6734 5,58 0,stand,,,
5312 6698 141,57 61,stand,,,
5271 6756 141,60 62,stand,,,
5213 6720 141,61 63,stand,,,
5336 6534 141,62 64 449,stand,,,
5501 6557 141,63 448,stand,,,
5405 6472 5,57 66 58,stand,,,
5432 6428 -9,65 70 250 53 71 67 272,stand,,,
5547 6297 -17,53 71 272 66 273 68 55,stand,,,
5689 6107 -9,55 272 227 273 401 67,stand,,,
4967 5917 32,4 72 251 91,stand,,,
5277 6025 10,71 66 273 250 251 227 274,stand,,,
5420 6205 -9,70 67 66 273,stand,,,
4813 5889 27,69 73 91,stand,,,
4624 5874 25,72 74 91 228,stand,,,
4483 5863 2,73 325 228 91 328,stand,,,
3171 5991 -4,329 330 331 245 76 428 231,stand,,,
3210 5555 -6,232 232 233 231 331 75 77 245 332 329,stand,,,
2956 5019 0,332 78 79 233 76 80 427 333,stand,,,
2876 4577 13,79 263 263 323 77 427,stand,,,
2991 4608 -5,78 80 263 233 333 77 259 427,stand,,,
3207 4622 -2,79 259 263 333 77 343 341 134 322,stand,,,
3956 4862 75,82 175 188 234 262 260 463,stand,,,
4055 4934 52,81 188 83 268,stand,,,
4376 5018 36,268 82 84 189 188 432 187,stand,,,
4813 4960 5,90 166 83 165 92 243 93,stand,,,
5196 5246 4,86 89 149 360 441,stand,,,
5352 5205 8,85 87 149 275 359 360,stand,,,
5521 5205 -19,88 86 359 216,stand,,,
5669 5266 8,87 270 359 369,stand,,,
5033 5171 3,90 85 155 93 360,stand,,,
4898 5072 0,89 84 92 93 166 360,stand,,,
4678 5717 -13,73 167 228 72 150 269 438 74 69,stand,,,
4841 5243 11,90 171 246 269 84 433,stand,,,
5116 4912 9,90 166 247 275 94 89 112 360 84,stand,,,
5174 4723 20,95 112 93,stand,,,
5126 4494 14,94 96 243 112 411 473,stand,,,
5059 4290 1,95 97 248 249,stand,,,
4992 4125 7,96 98 248 261 471,stand,,,
4974 3842 3,97 261 304 308 410 471 473,stand,,,
4791 3015 16,306 310 258 21 464 470,stand,,,
5798 4948 176,101 361,stand,,,
5789 4751 176,100 102 361,stand,,,
5662 4698 176,101 103,stand,,,
5628 4793 176,102 104,stand,,,
5470 4799 176,105 103 106,stand,,,
5472 4698 176,104 16,stand,,,
5464 4850 176,104 217,stand,,,
5528 5016 89,217 108,stand,,,
5533 4891 40,109 107,stand,,,
5531 4766 40,108 110 481,stand,,,
5611 4823 40,109 15,stand,,,
5765 4842 40,15 114 287 362 366,stand,,,
5300 4745 10,275 113 94 247 95 93 481,stand,,,
5415 4503 19,249 112 478 476 480 481,stand,,,
5648 4675 40,111 293 362,stand,,,
3714 3736 48,116 129 128,stand,,,
3830 3821 184,115 117,stand,,,
3905 3885 184,116 118 122 121,stand,,,
3954 3833 184,117 119 469,stand,,,
3754 3649 184,118 120 121,stand,,,
3625 3784 184,119 5,stand,,,
3790 3567 184,119 117,stand,,,
3851 3961 184,117,stand,,,
3789 4031 48,124 125,stand,,,
3726 4105 39,123 131 145 259 423,stand,,,
