472
-2267.5 2.98154 0.18831,1 434,stand,,,
-2111.35 -318.249 8.125,0 5 434,stand,,,
-1853.5 -539.478 8.125,3 5 3 6,stand,,,
-1817.35 -357.615 8.125,2 2 5,stand,,,
-2141.9 -552.875 8.125,5 5,stand,,,
-2108.07 -489.52 8.125,4 2 4 1 3,stand,,,
-1864.7 -670.894 3.125,8 2 7,stand,,,
-1825.05 -734.168 3.125,8 6 9 10,stand,,,
-1845.97 -869.929 3.125,7 6,stand,,,
-1725.77 -776.747 -3.7164,7 10 11 12 14 464,stand,,,
-1693.21 -694.03 -2.37753,7 9 14 17 16,stand,,,
-1523.37 -918.057 -3.00292,9 12 13 14 464 17,stand,,,
-1252.27 -748.095 0.794663,11 13 14 9 21 210 209 422,stand,,,
-1379.31 -979.656 -7.62839,12 11 14 423 464,stand,,,
-1455.09 -634.512 -2.22421,11 12 10 15 16 13 18 9 464 17,stand,,,
-1315.15 -370.603 0.124999,14 16 57 58 442 437,stand,,,
-1431.82 -535.012 -1.16449,15 17 14 10 442 421,stand,,,
-1665.77 -530.747 -0.595666,16 10 14 11,stand,,,
-1059.53 -567.443 0.124999,14 19 56 57 299 421 25 55,stand,,,
-802.702 -851.059 -11.8851,18 20 21 55 56,stand,,,
-699.436 -964.691 -16.2668,19 21 22,stand,,,
-786.07 -1010.8 -9.72195,20 19 209 12,stand,,,
-606.409 -936.658 -22.7282,20 25 24 26 360,stand,,,
-838.934 -1278.3 3.74543,24 207 208 209 211 360 469,stand,,,
-172.796 -1240.27 -50.1125,23 22 26 31 51 188 186 32 359,stand,,,
-623.127 -842.633 -15.0097,22 28 29 55 56 18 421,stand,,,
-8.42693 -1038.25 -10.4207,24 22 27 28 29 186 31 188 359,stand,,,
-28.104 -876.753 -13.4927,26 28 30 29,stand,,,
-150.029 -774.452 -1.02257,27 26 25 29 54 30 82 463,stand,,,
-151.021 -902.975 -23.4175,25 26 28 27 359 463,stand,,,
14.062 -744.859 7.52858,27 28 96 189,stand,,,
-40.3225 -1361.25 -32.5502,24 32 26 44 187 188 256,stand,,,
-96.875 -1376.89 -39.0357,31 33 44 187 24,climb,-60.0293 114.45 0,,
-138.825 -1379.13 262.125,32 34 35,climb,-30.8661 5.57556 0,,
-206.847 -1450.8 256.125,33 35 36 37,stand,,,
-293.28 -1395.08 256.125,34 33 39,stand,,,
-234.679 -1640.87 256.125,34 37,stand,,,
-540.839 -1462.37 256.125,36 34 38,stand,,,
-523.198 -1351.23 258.125,37,stand,,,
-445.66 -1396.16 142.125,35 40,stand,,,
-532.836 -1504.18 136.125,39 363 364,stand,,,
-251.617 -1603.01 16.125,42 43 47 363 468,stand,,,
-199.155 -1751.89 -2.07269,41 235 231 255 49 355,stand,,,
-136.333 -1520.58 26.125,41 44 45 46 468,stand,,,
-110.875 -1532.54 -8.66451,32 43 31 187 256,stand,,,
-583.462 -1423.13 16.125,43 46 47 48 468 471,stand,,,
-460.213 -1543.57 16.3519,45 43 361 468 47 470,stand,,,
-223.051 -1367.13 17.6698,41 45 53 468 46,stand,,,
-659.293 -1548.74 8.125,45 49 50 230 471,stand,,,
-514.877 -1792.77 6.98028,48 50 230 231 42 235 362,stand,,,
-703.259 -1834.99 3.24285,49 48 206 207 230 362 231 471,stand,,,
-223.026 -1277.87 -57.9088,24 52 360 359 469,stand,,,
-223.026 -1300.33 6.125,51 53,stand,,,
-223.175 -1328.87 16.125,52 47,stand,,,
-338.35 -667.646 0.124997,28 55 81 82 100 462,stand,,,
-591.87 -650.858 8.125,54 25 19 56 100 18,stand,,,
-769.917 -556.564 -15.8715,55 25 19 18 57 66 421,stand,,,
-939.659 -389.37 -10.0135,18 15 65 56 66 69,stand,,,
-1253.26 -252.388 0.124997,15 59 437,stand,,,
-1349.22 -126.095 0.0885952,58 60 435 436 437 440,stand,,,
-1094.03 137.163 0.0259444,59 64 65 443,stand,,,
-1094.09 -436.505 -79.875,62 299,stand,,,
-1083.35 -35.1252 -80.84,61 63,stand,,,
-1083.35 -15.5083 -47.875,62 64,stand,,,
-1083.35 3.94526 -16.9662,63 60,stand,,,
-945.123 -98.7189 -0.62663,57 66 60 444,stand,,,
-730.154 -233.742 -10.8816,56 57 67 69 65 444,stand,,,
-595.306 -218.074 4.98347,66 68,stand,,,
-546.382 -218.074 8.12595,67 98 99 84,stand,,,
-682.454 -341.325 2.9083,66 70 57,climb,-57.5299 -95.0812 0,,
-681.032 -373.452 142.125,69 71,climb,19.4952 94.2188 0,,
-635.125 -477.806 144.125,70 72 302,climb,-4.59229 122.932 0,,
-628.008 -477.806 264.125,71 73,climb,-27.9108 -11.5961 0,,
-493.337 -497.56 264.125,72 304,stand,,,
-552.875 -298.025 8.13504,75 98 461,climb,-19.3414 179.687 0,,
-576.938 -298.661 264.125,74 303,climb,1.23596 -139.504 0,,
-229.414 119.243 -187.113,77 78 450,stand,,,
-288.542 9.97167 -181.875,76 78 79 305 450 80 85,stand,,,
-308.875 115.017 -187.184,77 76,stand,,,
-129.016 -362.443 -174.363,77 80 85 86 87 305,stand,,,
-228.728 -592.873 -175.885,79 81 86 77,climb,-1.15356 -100.701 0,,
-229.371 -613.805 4.125,80 82 54,climb,-2.02698 -88.4894 0,,
-185.753 -662.096 0.125,81 28 54 83,stand,,,
-36.2847 -429.099 8.125,82 84 98 298 452,stand,,,
-136.844 -120.2 8.125,83 97 98 99 452 453 68,stand,,,
-383.859 -688.875 -175.913,79 86 305 77,stand,,,
-103.399 -592.188 -170.651,85 80 79,stand,,,
280.628 -407.949 -133.684,79 88 88 306,stand,,,
421.188 -548.356 -131.292,87 87 89 306,stand,,,
433.145 -664.496 -128.74,88,stand,,,
387.804 -3.63042 -128.479,91 92 306,stand,,,
441.685 101.202 -55.875,90 92 93,stand,,,
369.653 207.876 0.125,91 93 90 94,stand,,,
516.969 283.763 0.125,92 91 140 307 297 94,stand,,,
293.558 282.893 0.125,92 95 96 140 102 307 93 456 459,stand,,,
-0.23667 146.062 -7.13077,94 96 97 101 446,stand,,,
133.107 -479.214 -11.453,95 94 189 30 190 451,stand,,,
-153.615 28.1908 -3.36271,84 99 95 446 453 101,stand,,,
-284.916 -246.292 0.125,84 83 74 68 99 453 461,stand,,,
-232.339 -5.88051 -3.74769,68 84 97 119 98 446 447 101,stand,,,
-426.543 -584.457 0.124999,55 54 300 461,stand,,,
-25.4975 307.541 -9.28584,95 102 103 119 445 444 446 99 97 443,stand,,,
155.325 388.717 0.15599,101 103 119 94 307,stand,,,
103.148 507.372 8.125,102 101 104,stand,,,
220.31 755.687 8.125,103 106 105 457,stand,,,
386.023 767.489 8.125,106 104 107 296,stand,,,
280.15 923.375 8.125,105 104 457,stand,,,
557.087 746.05 -11.0832,105 108 296 458 465,stand,,,
729.282 798.832 8.125,109 107 135 296 466 465,stand,,,
846.385 816.327 8.125,110 108 134 135,stand,,,
825.793 992.71 8.125,109 134,stand,,,
377.706 983.018 136.125,112 113 466,stand,,,
23.1259 922.163 136.125,111 113 124,stand,,,
279.288 841.343 136.125,112 111 114 124 125,stand,,,
400.637 682.517 136.125,115 118 113 125 124 315,stand,,,
599.088 788.291 139.715,114 116 118 272 315 124,stand,,,
612.251 962.685 143.659,115 117 117,stand,,,
988.06 1000.88 137.649,116 116,stand,,,
707.156 606.733 136.125,114 115 126 315,stand,,,
-57.2201 520.189 -0.0984005,120 101 102 99 445 446,stand,,,
-51.2778 535.045 44.1253,119 121,stand,,,
-51.2778 558.046 100.125,122 120,stand,,,
-19.125 606.874 100.125,121 123,stand,,,
-19.125 655.175 136.125,122 124,stand,,,
93.7098 710.115 136.125,123 112 125 113 114 115,stand,,,
146.232 573.947 136.125,124 114 113,stand,,,
805.123 593.561 136.125,118 278 279 280,stand,,,
978.967 949.458 268.125,128 128 277 282,stand,,,
1000.87 642.637 265.064,127 129 127 175,stand,,,
569.401 546.44 264.125,128 130 132 313,stand,,,
204.24 820.749 264.125,129 131 269,stand,,,
250.78 535.125 266.557,130 132 271,stand,,,
445.127 762.875 264.125,131 129 175 276 313,stand,,,
1000.87 1000.88 8.125,134 281,stand,,,
875.657 986.916 8.125,133 110 109 281,stand,,,
859.576 645.841 8.125,109 108 136 316,stand,,,
826.357 463.114 0.125,135 140 137 142,stand,,,
976.285 369.263 0.125,138 139 141 136 140,stand,,,
1234.06 409.479 0.125,137 139,stand,,,
1256.88 288.631 0.125,138 137,stand,,,
749.729 398.427 0.125001,136 141 297 93 94 137 307 142 459,stand,,,
941.029 207.125 0.125,140 137 142,stand,,,
767.041 216.218 0.125,136 141 143 140,stand,,,
784.216 152.948 8.125,142 144 145 146 317,stand,,,
715.83 -190.074 8.14084,143 146 147 150 317,stand,,,
535.18 98.6712 19.5056,143 146,stand,,,
649.013 28.8938 21.4163,145 144 143 317,stand,,,
678.644 -380.371 8.20745,144 148 149 150 151,stand,,,
973.667 -297.868 6.61445,147,stand,,,
965.931 -480.982 6.00789,147,stand,,,
542.039 -332.582 8.60767,147 151 144,stand,,,
698.007 -582.692 8.125,150 147 152 154,stand,,,
980.052 -640.815 8.125,151 153,stand,,,
945.961 -790.818 8.125,152,stand,,,
618.796 -738.651 8.125,151 155 318,stand,,,
617.977 -855.578 8.50726,154 156 157 318 331,stand,,,
548.855 -945.206 18.125,155 157 183 184,stand,,,
693.008 -1078.02 26.125,155 156 158 180 181,stand,,,
906.031 -1036.38 9.63201,157 159,stand,,,
912.923 -866.434 8.68235,158,stand,,,
634.122 -1013.75 263.125,161 335,stand,,,
658.086 -794.857 264.125,160 162 163 164 165,stand,,,
551.203 -776.189 264.125,161 163,stand,,,
704.47 -549.23 264.339,162 161 165 172,stand,,,
983.722 -808.47 264.562,161 165 336,stand,,,
892.707 -760.234 265.807,164 163 161 336,stand,,,
695.48 -474.486 392.125,167 169 342,stand,,,
774.387 -753.06 392.125,166 168 343,stand,,,
978.275 -795.68 392.125,167,stand,,,
673.284 -140.813 392.633,166 170 171 342,stand,,,
929.808 -17.9528 392.821,169 171,stand,,,
562.526 172.681 421.919,170 169,stand,,,
706.308 -156.623 264.125,163 174 173 176 337 338,stand,,,
909.149 167.976 268.002,174 172 175 176,stand,,,
676.236 103.638 264.125,173 172 176,stand,,,
902.038 545.696 265.808,173 128 132,stand,,,
961.193 -147.214 264.125,173 172 174 341,stand,,,
716.218 -650.334 136.125,320 321 339,stand,,,
621.492 -1311.44 -51.6081,179 256 257 185,stand,,,
636.997 -1294 0.125001,178 180 181,stand,,,
604.46 -1172.3 1.13447,179 157 181 183 183,stand,,,
864.996 -1394.78 0.124999,157 179 182 180,stand,,,
1111.69 -1495.95 0.124999,181,stand,,,
468.451 -1065.03 0.124999,180 156 185 186 180,stand,,,
372.512 -779.102 0.124998,156 190,stand,,,
235.12 -1223.56 9.29577,183 186 186 256 257 178 188,stand,,,
144.019 -1104.07 5.79917,183 26 185 189 185 24 187,stand,,,
129.291 -1575.04 -0.961022,44 31 255 256 186 350 32,stand,,,
45.4839 -1203.48 -2.04047,31 185 24 256 26 359,stand,,,
147.267 -776.54 -7.60076,186 96 30 190,stand,,,
306.164 -843.447 -2.83624,189 191 96 184,stand,,,
306.455 -854.784 -56.7971,190 192,stand,,,
294.228 -1018.55 -125.875,191 196,stand,,,
-104.322 -1059.48 -232.319,194 196 195,stand,,,
-177.352 -940.753 -234.529,193 195,stand,,,
-283.009 -1048.71 -239.875,194 193 197,stand,,,
210.452 -1060.7 -147.023,193 192,stand,,,
-426.395 -1036.25 -238.308,195 198 199,stand,,,
-498.051 -1118.63 -229.875,197 199 467,stand,,,
-600.267 -1040.65 -228.224,198 197 200,stand,,,
-917.718 -1025.26 -123.883,199 201 202,stand,,,
-1051.45 -1025.92 -127.277,200 202 425,stand,,,
-988.404 -1243.87 -127.522,201 200,stand,,,
-772.871 -1295.3 -179.644,204 426 467,stand,,,
-768.849 -1448.88 -176.401,203 426,stand,,,
-962.158 -1976.93 -0.376326,206 216 218 225 428 430,stand,,,
-815.126 -1934.01 0.293086,50 205 207 218 428,stand,,,
-809.587 -1710.62 1.33431,50 206 23 211,stand,,,
-1102.25 -1328.88 8.125,23 209 212 213 211,stand,,,
